iata,name,city,state,country,elevation,lat,lon,tz
ARC,Arctic Village Airport,Arctic Village,Alaska,US,2092,68.11470032,-145.5789948,America/Anchorage
RBY,Ruby Airport,Ruby,Alaska,US,658,64.72720337,-155.4700012,America/Anchorage
SVA,Savoonga Airport,Savoonga,Alaska,US,53,63.68640137,-170.4929962,America/Anchorage
SCC,Deadhorse Airport,Deadhorse,Alaska,US,65,70.19470215,-148.4649963,America/Anchorage
SDP,Sand Point Airport,Sand Point,Alaska,US,21,55.31499863,-160.522995,America/Anchorage
SHH,Shishmaref Airport,Shishmaref,Alaska,US,12,66.24960327,-166.0890045,America/Anchorage
SIT,Sitka Rocky Gutierrez Airport,Sitka,Alaska,US,21,57.04710007,-135.3619995,America/Anchorage
SQL,Sleetmute Airport,Sleetmute,Alaska,US,190,61.70050049,-157.1660004,America/Anchorage
KSM,St Mary's Airport,St Mary's,Alaska,US,312,62.0605011,-163.302002,America/Nome
SNP,St Paul Island Airport,St Paul Island,Alaska,US,63,57.16730118,-170.2200012,America/Adak
SMU,Sheep Mountain Airport,Sheep Mountain,Alaska,US,2750,61.81200027,-147.5070038,America/Anchorage
UMM,Summit Airport,Summit,Alaska,US,2409,63.33150101,-149.1269989,America/Anchorage
SVW,Sparrevohn LRRS Airport,Sparrevohn,Alaska,US,1585,61.09740067,-155.5740051,America/Anchorage
SXQ,Soldotna Airport,Soldotna,Alaska,US,113,60.47570038,-151.0339966,America/Anchorage
SYA,Eareckson Air Station,Shemya,Alaska,US,95,52.71229935,174.1139984,America/Adak
TAL,Ralph M Calhoun Memorial Airport,Tanana,Alaska,US,236,65.17440033,-152.1089935,America/Anchorage
TNC,Tin City Long Range Radar Station Airport,Tin City,Alaska,US,271,65.56310272,-167.9219971,America/Nome
TOG,Togiak Airport,Togiak Village,Alaska,US,21,59.05279922,-160.3970032,America/Anchorage
TKJ,Tok Airport,Tok,Alaska,US,1670,63.303333,-143.001111,America/Anchorage
TLJ,Tatalina LRRS Airport,Takotna,Alaska,US,964,62.89440155,-155.977005,America/Anchorage
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,Alaska,US,96,70.46730042,-157.4360046,America/Anchorage
AUK,Alakanuk Airport,Alakanuk,Alaska,US,10,62.68004227,-164.6599274,America/Anchorage
UMT,Umiat Airport,Umiat,Alaska,US,267,69.37110138,-152.1360016,America/Anchorage
UNK,Unalakleet Airport,Unalakleet,Alaska,US,27,63.88840103,-160.798996,America/Anchorage
VAK,Chevak Airport,Chevak,Alaska,US,75,61.5409,-165.6005,America/Anchorage
KVC,King Cove Airport,King Cove,Alaska,US,155,55.11629868,-162.2660065,America/Anchorage
VDZ,Valdez Pioneer Field,Valdez,Alaska,US,121,61.13389969,-146.2480011,America/Anchorage
VEE,Venetie Airport,Venetie,Alaska,US,574,67.00869751,-146.3659973,America/Anchorage
KVL,Kivalina Airport,Kivalina,Alaska,US,13,67.73619843,-164.5630035,America/Anchorage
WBQ,Beaver Airport,Beaver,Alaska,US,359,66.36219788,-147.4069977,America/Anchorage
SWD,Seward Airport,Seward,Alaska,US,22,60.12689972,-149.4190063,America/Anchorage
WRG,Wrangell Airport,Wrangell,Alaska,US,49,56.48429871,-132.3699951,America/Anchorage
AIN,Wainwright Airport,Wainwright,Alaska,US,41,70.63800049,-159.9949951,America/Anchorage
WTK,Noatak Airport,Noatak,Alaska,US,88,67.56610107,-162.9750061,America/Anchorage
IYS,Wasilla Airport,Wasilla,Alaska,US,354,61.57170105,-149.5399933,America/Anchorage
YAK,Yakutat Airport,Yakutat,Alaska,US,33,59.50329971,-139.6600037,America/Anchorage
CIS,Canton Airport,Abariringa,Phoenix-Islands,KI,9,-2.76812005,-171.7100067,Pacific/Enderbury
AKI,Akiak Airport,Akiak,Alaska,US,30,60.9029007,-161.2310028,America/Anchorage
AET,Allakaket Airport,Allakaket,Alaska,US,441,66.55180359,-152.621994,America/Anchorage
NCN,Chenega Bay Airport,Chenega,Alaska,US,72,60.07730103,-147.9920044,America/Anchorage
CLP,Clarks Point Airport,Clarks Point,Alaska,US,80,58.83369827,-158.529007,America/Anchorage
ELI,Elim Airport,Elim,Alaska,US,162,64.61470032,-162.2720032,America/Anchorage
KNK,Kokhanok Airport,Kokhanok,Alaska,US,115,59.43320084,-154.8040009,America/Anchorage
KOT,Kotlik Airport,Kotlik,Alaska,US,15,63.0306015,-163.5330048,America/Anchorage
KYU,Koyukuk Airport,Koyukuk,Alaska,US,149,64.87609863,-157.727005,America/Anchorage
KWT,Kwethluk Airport,Kwethluk,Alaska,US,25,60.79029846,-161.4440002,America/Anchorage
ORV,Robert (Bob) Curtis Memorial Airport,Noorvik,Alaska,US,55,66.81790161,-161.0189972,America/Anchorage
SKK,Shaktoolik Airport,Shaktoolik,Alaska,US,24,64.37110138,-161.223999,America/Anchorage
WSN,South Naknek Nr 2 Airport,South Naknek,Alaska,US,162,58.70339966,-157.0079956,America/Anchorage
FYU,Fort Yukon Airport,Fort Yukon,Alaska,US,433,66.57150269,-145.25,America/Anchorage
ROP,Rota International Airport,Rota Island,Rota,MP,607,14.17430019,145.2429962,Pacific/Saipan
SPN,Francisco C. Ada Saipan International Airport,Saipan Island,Saipan,MP,215,15.11900043,145.7290039,Pacific/Saipan
Mar,Andersen Air Force Base,Andersen,Yigo,GU,627,13.58399963,144.9299927,Pacific/Guam
GUM,Antonio B. Won Pat International Airport,Hagatna,Barrigada,GU,298,13.48340034,144.7960052,Pacific/Guam
TIQ,Tinian International Airport,Tinian Island,Tinian,MP,271,14.99919987,145.6190033,Pacific/Saipan
BKH,Barking Sands Airport,Kekaha,Hawaii,US,23,22.02280045,-159.7850037,Pacific/Honolulu
HDH,Dillingham Airfield,Mokuleia,Hawaii,US,14,21.5795002,-158.1970062,Pacific/Honolulu
HHI,Wheeler Army Airfield,Wahiawa,Hawaii,US,837,21.48349953,-158.0399933,Pacific/Honolulu
HNM,Hana Airport,Hana,Hawaii,US,78,20.79560089,-156.0140076,Pacific/Honolulu
JHM,Kapalua Airport,Lahaina,Hawaii,US,256,20.96290016,-156.6730042,Pacific/Honolulu
JRF,Kalaeloa (John Rodgers Field) Airport,Kapolei,Hawaii,US,30,21.30739975,-158.0700073,Pacific/Honolulu
KOA,Kona International At Keahole Airport,Kailua/Kona,Hawaii,US,47,19.73880005,-156.0460052,Pacific/Honolulu
LIH,Lihue Airport,Lihue,Hawaii,US,153,21.97599983,-159.3390045,Pacific/Honolulu
LUP,Kalaupapa Airport,Kalaupapa,Hawaii,US,24,21.21100044,-156.973999,Pacific/Honolulu
MKK,Molokai Airport,Kaunakakai,Hawaii,US,454,21.1529007,-157.095993,Pacific/Honolulu
MUE,Waimea Kohala Airport,Kamuela,Hawaii,US,2671,20.00130081,-155.6679993,Pacific/Honolulu
HNL,Honolulu International Airport,Honolulu,Hawaii,US,13,21.31870079,-157.9219971,Pacific/Honolulu
LNY,Lanai Airport,Lanai City,Hawaii,US,1308,20.78560066,-156.951004,Pacific/Honolulu
OGG,Kahului Airport,Kahului,Hawaii,US,54,20.89859962,-156.4299927,Pacific/Honolulu
PAK,Port Allen Airport,Hanapepe,Hawaii,US,24,21.89690018,-159.6029968,Pacific/Honolulu
BSF,Bradshaw Army Airfield,Camp Pohakuloa,Hawaii,US,6190,19.76009941,-155.5540009,Pacific/Honolulu
ITO,Hilo International Airport,Hilo,Hawaii,US,38,19.72139931,-155.0480042,Pacific/Honolulu
UPP,Upolu Airport,Hawi,Hawaii,US,96,20.26530075,-155.8600006,Pacific/Honolulu
ENT,Eniwetok Airport,Eniwetok Atoll,Enewetak-Atoll,MH,13,11.34070015,162.3280029,Pacific/Majuro
MAJ,Marshall Islands International Airport,Majuro Atoll,Majuro-Atoll,MH,6,7.064760208,171.2720032,Pacific/Majuro
KIA,Kaieteur International Airport,Kaieteur Falls,Potaro-Siparuni,GY,0,5.172754765,-59.49148178,America/Guyana
KWA,Bucholz Army Air Field,Kwajalein,Kwajalein-Atoll,MH,9,8.72012043,167.7319946,Pacific/Kwajalein
CXI,Cassidy International Airport,Banana,Line-Islands,KI,5,1.98616004,-157.3500061,Pacific/Kiritimati
TNV,Tabuaeran Island Airport,Tabuaeran Island,Line-Islands,KI,0,3.89944005,-159.3890076,Pacific/Kiritimati
MDY,Henderson Field,Sand Island,Midway-Islands,UM,13,28.20170021,-177.3809967,Pacific/Midway
PIZ,Point Lay Lrrs Airport,Point Lay,Alaska,US,22,69.73290253,-163.0050049,America/Anchorage
TKK,Chuuk International Airport,Weno Island,Chuuk,FM,11,7.461870194,151.8430023,Pacific/Chuuk
PNI,Pohnpei International Airport,Pohnpei Island,Pohnpei,FM,10,6.985099793,158.2089996,Pacific/Pohnpei
ROR,Babelthuap Airport,Babelthuap Island,Airai,PW,176,7.367650032,134.5440063,Pacific/Palau
KSA,Kosrae International Airport,Okat,Kosrae,FM,11,5.356979847,162.9579926,Pacific/Kosrae
YAP,Yap International Airport,Yap Island,Yap,FM,91,9.49890995,138.0829926,Pacific/Chuuk
AWK,Wake Island Airfield,Wake Island,Wake-Island,UM,14,19.28210068,166.6360016,Pacific/Wake
KNH,Kinmen Airport,Shang-I,Fukien,TW,93,24.42790031,118.3590012,Asia/Taipei
LZN,Matsu Nangan Airport,Nangang Island,Fukien,TW,232,26.15979958,119.9580002,Asia/Taipei
TTT,Taitung Airport,Taitung City,Taiwan,TW,143,22.75499916,121.1019974,Asia/Taipei
GNI,Lyudao Airport,Lyudao,Taiwan,TW,28,22.6739006,121.4660034,Asia/Taipei
KHH,Kaohsiung International Airport,Kaohsiung City,Takao,TW,31,22.57710075,120.3499985,Asia/Taipei
CYI,Chiayi Airport,Chiayi City,Taiwan,TW,85,23.46179962,120.3929977,Asia/Taipei
HCN,Hengchun Airport,Hengchung,Taiwan,TW,46,22.04109955,120.7300034,Asia/Taipei
TXG,Taichung Airport,Taichung City,Taiwan,TW,369,24.18630028,120.6539993,Asia/Taipei
KYD,Lanyu Airport,Orchid Island,Taiwan,TW,44,22.02700043,121.5350037,Asia/Taipei
RMQ,Taichung Ching Chuang Kang Airport,Taichung City,Taiwan,TW,663,24.26469994,120.6210022,Asia/Taipei
MFK,Matsu Beigan Airport,Beigan Island,Fukien,TW,41,26.2241993,120.0029984,Asia/Taipei
TNN,Tainan Airport,Tainan City,Taiwan,TW,63,22.9503994,120.2060013,Asia/Taipei
MZG,Makung Airport,Makung City,Taiwan,TW,103,23.56870079,119.6279984,Asia/Taipei
PIF,Pingtung North Airport,Pingtung,Taiwan,TW,97,22.70019913,120.4820023,Asia/Taipei
TSA,Taipei Songshan Airport,Taipei City,Taiwan,TW,18,25.06940079,121.552002,Asia/Taipei
TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.07769966,121.2330017,Asia/Taipei
WOT,Wang-an Airport,Wang-an,Taiwan,TW,115,23.36737251,119.5027771,Asia/Taipei
HUN,Hualien Airport,Hualien City,Taiwan,TW,52,24.0230999,121.6179962,Asia/Taipei
NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.76470184,140.3860016,Asia/Tokyo
MMJ,Matsumoto Airport,Matsumoto,Nagano,JP,2182,36.16680145,137.9230042,Asia/Tokyo
IBR,Hyakuri Airport,Omitama,Ibaraki,JP,105,36.18109894,140.4149933,Asia/Tokyo
MUS,Minami Torishima Airport,,Tokyo,JP,22,24.28969955,153.9790039,Asia/Tokyo
IWO,Iwo Jima Airport,,Tokyo,JP,384,24.7840004,141.322998,Asia/Tokyo
KIX,Kansai International Airport,Osaka,Ōsaka,JP,26,34.4272995,135.2440033,Asia/Tokyo
SHM,Nanki Shirahama Airport,Shirahama,Wakayama,JP,298,33.66220093,135.3639984,Asia/Tokyo
UKB,Kobe Airport,Kobe,Hyōgo,JP,22,34.63280106,135.223999,Asia/Tokyo
HIW,Hiroshimanishi Airport,,Hiroshima,JP,15,34.3669014,132.4140015,Asia/Tokyo
TJH,Tajima Airport,Tajima,Hyōgo,JP,584,35.51279831,134.7870026,Asia/Tokyo
OBO,Tokachi-Obihiro Airport,Obihiro,Hokkaido,JP,505,42.73329926,143.2169952,Asia/Tokyo
CTS,New Chitose Airport,Chitose / Tomakomai,Hokkaido,JP,82,42.77519989,141.6920013,Asia/Tokyo
HKD,Hakodate Airport,Hakodate,Hokkaido,JP,151,41.77000046,140.8220062,Asia/Tokyo
KUH,Kushiro Airport,Kushiro,Hokkaido,JP,327,43.04100037,144.1929932,Asia/Tokyo
MMB,Memanbetsu Airport,Ozora,Hokkaido,JP,135,43.88059998,144.1640015,Asia/Tokyo
SHB,Nakashibetsu Airport,Nakashibetsu,Hokkaido,JP,234,43.57749939,144.9600067,Asia/Tokyo
OKD,Okadama Airport,Sapporo,Hokkaido,JP,25,43.11610031,141.3800049,Asia/Tokyo
RBJ,Rebun Airport Airport,,Hokkaido,JP,92,45.45500183,141.0390015,Asia/Tokyo
WKJ,Wakkanai Airport,Wakkanai,Hokkaido,JP,30,45.40420151,141.8009949,Asia/Tokyo
IKI,Iki Airport,Iki,Nagasaki,JP,41,33.74900055,129.7850037,Asia/Tokyo
UBJ,Yamaguchi Ube Airport,Ube,Yamaguchi,JP,23,33.93000031,131.279007,Asia/Tokyo
TSJ,Tsushima Airport,Tsushima,Nagasaki,JP,213,34.28490067,129.3309937,Asia/Tokyo
MBE,Monbetsu Airport,Monbetsu,Hokkaido,JP,80,44.30390167,143.404007,Asia/Tokyo
AKJ,Asahikawa Airport,Asahikawa,Hokkaido,JP,721,43.67079926,142.4470062,Asia/Tokyo
OIR,Okushiri Airport,,Hokkaido,JP,161,42.07170105,139.4329987,Asia/Tokyo
RIS,Rishiri Airport,Rishiri,Hokkaido,JP,112,45.24200058,141.1860046,Asia/Tokyo
KUM,Yakushima Airport,,Kagoshima,JP,124,30.38559914,130.6589966,Asia/Tokyo
FUJ,Fukue Airport,Goto,Nagasaki,JP,273,32.66630173,128.8329926,Asia/Tokyo
FUK,Fukuoka Airport,Fukuoka,Fukuoka,JP,32,33.58589935,130.451004,Asia/Tokyo
TNE,New Tanegashima Airport,,Kagoshima,JP,768,30.60510063,130.9909973,Asia/Tokyo
KOJ,Kagoshima Airport,Kagoshima,Kagoshima,JP,906,31.80340004,130.7189941,Asia/Tokyo
KMI,Miyazaki Airport,Miyazaki,Miyazaki,JP,20,31.87719917,131.4490051,Asia/Tokyo
OIT,Oita Airport,Oita,Oita,JP,19,33.47940063,131.7369995,Asia/Tokyo
KKJ,Kitakyushu Airport,Kitakyushu,Fukuoka,JP,21,33.84590149,131.0350037,Asia/Tokyo
HSG,Saga Airport,Saga,Saga,JP,6,33.14970016,130.302002,Asia/Tokyo
KMJ,Kumamoto Airport,Kumamoto,Kumamoto,JP,642,32.83729935,130.8549957,Asia/Tokyo
NGS,Nagasaki Airport,Nagasaki,Nagasaki,JP,15,32.91690063,129.9140015,Asia/Tokyo
NGO,Chubu Centrair International Airport,Tokoname,Aichi,JP,15,34.85839844,136.8049927,Asia/Tokyo
ASJ,Amami Airport,Amami,Kagoshima,JP,27,28.43059921,129.7129974,Asia/Tokyo
OKE,Okierabu Airport,,Kagoshima,JP,101,27.42550087,128.701004,Asia/Tokyo
KKX,Kikai Airport,,Kagoshima,JP,21,28.32130051,129.9279938,Asia/Tokyo
TKN,Tokunoshima Airport,Tokunoshima,Kagoshima,JP,17,27.83639908,128.8809967,Asia/Tokyo
NKM,Nagoya Airport,Nagoya,Aichi,JP,52,35.25500107,136.923996,Asia/Tokyo
FKJ,Fukui Airport,,Fukui,JP,19,36.14279938,136.223999,Asia/Tokyo
QGU,Gifu Airport,Gifu,Gifu,JP,128,35.39410019,136.8699951,Asia/Tokyo
KMQ,Komatsu Airport,Kanazawa,Ishikawa,JP,36,36.39459991,136.4069977,Asia/Tokyo
OKI,Oki Airport,Okinoshima,Shimane,JP,311,36.18109894,133.3249969,Asia/Tokyo
TOY,Toyama Airport,Toyama,Toyama,JP,95,36.64830017,137.1880035,Asia/Tokyo
NTQ,Noto Airport,Wajima,Ishikawa,JP,718,37.29309845,136.9620056,Asia/Tokyo
HIJ,Hiroshima Airport,Hiroshima,Hiroshima,JP,1088,34.43610001,132.9190063,Asia/Tokyo
OKJ,Okayama Airport,Okayama City,Okayama,JP,806,34.75690079,133.8549957,Asia/Tokyo
IZO,Izumo Airport,Izumo,Shimane,JP,15,35.41360092,132.8899994,Asia/Tokyo
YGJ,Miho Yonago Airport,Yonago,Tottori,JP,20,35.49219894,133.2359924,Asia/Tokyo
KCZ,Kochi Ryoma Airport,Nankoku,Kochi,JP,42,33.54610062,133.6690063,Asia/Tokyo
MYJ,Matsuyama Airport,Matsuyama,Ehime,JP,25,33.82720184,132.6999969,Asia/Tokyo
ITM,Osaka International Airport,Osaka,Hyōgo,JP,50,34.78549957,135.4380035,Asia/Tokyo
TTJ,Tottori Airport,Tottori,Tottori,JP,65,35.53010178,134.1670074,Asia/Tokyo
TKS,Tokushima Airport,Tokushima,Tokushima,JP,26,34.13280106,134.6069946,Asia/Tokyo
TAK,Takamatsu Airport,Takamatsu,Kagawa,JP,607,34.21419907,134.0160065,Asia/Tokyo
IWJ,Iwami Airport,Masuda,Shimane,JP,184,34.67639923,131.7899933,Asia/Tokyo
AOJ,Aomori Airport,Aomori,Aomori,JP,664,40.73469925,140.6909943,Asia/Tokyo
GAJ,Yamagata Airport,Yamagata,Yamagata,JP,353,38.41189957,140.3710022,Asia/Tokyo
SDS,Sado Airport,,Niigata,JP,88,38.06019974,138.4140015,Asia/Tokyo
FKS,Fukushima Airport,Sukagawa,Fukushima,JP,1221,37.22740173,140.4309998,Asia/Tokyo
HHE,Hachinohe Airport,,Aomori,JP,152,40.5564003,141.4660034,Asia/Tokyo
HNA,Hanamaki Airport,,Iwate,JP,297,39.42860031,141.1349945,Asia/Tokyo
AXT,Akita Airport,Akita,Akita,JP,313,39.61560059,140.2189941,Asia/Tokyo
MSJ,Misawa Air Base,Misawa,Aomori,JP,119,40.70320129,141.3679962,Asia/Tokyo
KIJ,Niigata Airport,Niigata,Niigata,JP,29,37.95589828,139.1210022,Asia/Tokyo
ONJ,Odate Noshiro Airport,Odate,Akita,JP,292,40.19189835,140.3710022,Asia/Tokyo
SDJ,Sendai Airport,Sendai,Miyagi,JP,15,38.13970184,140.9170074,Asia/Tokyo
SYO,Shonai Airport,Shonai,Yamagata,JP,86,38.81219864,139.7870026,Asia/Tokyo
NJA,Atsugi Naval Air Facility,,Kanagawa,JP,205,35.45460129,139.4499969,Asia/Tokyo
HAC,Hachijojima Airport,Hachijojima,Tokyo,JP,303,33.11500168,139.7859955,Asia/Tokyo
OIM,Oshima Airport,Izu Oshima,Tokyo,JP,130,34.7820015,139.3600006,Asia/Tokyo
MYE,Miyakejima Airport,Miyakejima,Tokyo,JP,67,34.07360077,139.5599976,Asia/Tokyo
HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522995,139.7799988,Asia/Tokyo
QUT,Utsunomiya Airport,,Tochigi,JP,334,36.51449966,139.8710022,Asia/Tokyo
OKO,Yokota Air Base,Fussa,Tokyo,JP,463,35.74850082,139.3480072,Asia/Tokyo
MWX,Muan International Airport,,Jeollanam-do,KR,0,34.991406,126.382814,Asia/Seoul
KWJ,Gwangju Airport,Gwangju,Gwangju,KR,39,35.12639999,126.8089981,Asia/Seoul
KUV,Kunsan Air Base,Kunsan,Jeollabuk-do,KR,29,35.90380096,126.6159973,Asia/Seoul
CHN,Jeon Ju Airport,Jeon Ju,Jeollabuk-do,KR,96,35.8783989,127.1200027,Asia/Seoul
RSU,Yeosu Airport,Yeosu,Jeollanam-do,KR,53,34.84230042,127.6169968,Asia/Seoul
QUN,A-306 Airport,Chun Chon City,Gangwon-do,KR,245,37.88380051,127.7180023,Asia/Seoul
SHO,Sokcho Airport,,Gangwon-do,KR,92,38.14260101,128.598999,Asia/Seoul
KAG,Gangneung Airport,,Gangwon-do,KR,35,37.75360107,128.9440002,Asia/Seoul
WJU,Wonju Airport,Wonju,Gangwon-do,KR,329,37.43809891,127.9599991,Asia/Seoul
YNY,Yangyang International Airport,Sokcho / Gangneung,Gangwon-do,KR,241,38.06129837,128.6690063,Asia/Seoul
CJU,Jeju International Airport,Jeju City,Jeju-do,KR,118,33.51129913,126.4929962,Asia/Seoul
CHF,Jinhae Airport,Jinhae,Gyeongsangnam-do,KR,8,35.14120102,128.6959991,Asia/Seoul
PUS,Gimhae International Airport,Busan,Busan,KR,6,35.17950058,128.9380035,Asia/Seoul
HIN,Sacheon Air Base,Sacheon,Gyeongsangnam-do,KR,25,35.08850098,128.0700073,Asia/Seoul
USN,Ulsan Airport,Ulsan,Ulsan,KR,45,35.59349823,129.352005,Asia/Seoul
ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.46910095,126.4509964,Asia/Seoul
SSN,Seoul Air Base,,Gyeonggi-do,KR,92,37.44580078,127.1139984,Asia/Seoul
OSN,Osan Air Base,,Gyeonggi-do,KR,38,37.09059906,127.0299988,Asia/Seoul
GMP,Gimpo International Airport,Seoul,Seoul,KR,58,37.55830002,126.7910004,Asia/Seoul
SWU,Suwon Airport,,Gyeonggi-do,KR,88,37.23939896,127.0070038,Asia/Seoul
KPO,Pohang Airport,Pohang,Gyeongsangbuk-do,KR,70,35.98789978,129.4199982,Asia/Seoul
TAE,Daegu Airport,Daegu,Daegu,KR,116,35.89410019,128.6589966,Asia/Seoul
CJJ,Cheongju International Airport,Cheongju,North-Chungcheong,KR,191,36.71659851,127.4990005,Asia/Seoul
YEC,Yecheon Airport,,Gyeongsangbuk-do,KR,354,36.63190079,128.3549957,Asia/Seoul
OKA,Naha Airport,Naha,Okinawa,JP,12,26.19580078,127.6460037,Asia/Tokyo
DNA,Kadena Air Base,,Okinawa,JP,143,26.35560036,127.7679977,Asia/Tokyo
ISG,Ishigaki Airport,Ishigaki,Okinawa,JP,93,24.34449959,124.1869965,Asia/Tokyo
UEO,Kumejima Airport,,Okinawa,JP,23,26.3635006,126.7139969,Asia/Tokyo
KJP,Kerama Airport,Kerama,Okinawa,JP,156,26.16830063,127.2929993,Asia/Tokyo
MMD,Minami Daito Airport,,Okinawa,JP,167,25.8465004,131.2630005,Asia/Tokyo
MMY,Miyako Airport,Miyako City,Okinawa,JP,150,24.78280067,125.2949982,Asia/Tokyo
AGJ,Aguni Airport,Aguni,Okinawa,JP,38,26.59250069,127.2409973,Asia/Tokyo
IEJ,Ie Jima Airport,,Okinawa,JP,246,26.72200012,127.7850037,Asia/Tokyo
HTR,Hateruma Airport,Hateruma,Okinawa,JP,43,24.05890083,123.8059998,Asia/Tokyo
KTD,Kitadaito Airport,,Okinawa,JP,80,25.94470024,131.3269958,Asia/Tokyo
SHI,Shimojishima Airport,,Okinawa,JP,54,24.82670021,125.1449966,Asia/Tokyo
TRA,Tarama Airport,,Okinawa,JP,36,24.65390015,124.6750031,Asia/Tokyo
RNJ,Yoron Airport,,Kagoshima,JP,52,27.04400063,128.4019928,Asia/Tokyo
OGN,Yonaguni Airport,,Okinawa,JP,70,24.46689987,122.9779968,Asia/Tokyo
SFS,Subic Bay International Airport,Olongapo City,Central-Luzon,PH,64,14.79440022,120.2710037,Asia/Manila
CRK,Diosdado Macapagal International Airport,Angeles City,Central-Luzon,PH,484,15.18599987,120.5599976,Asia/Manila
LAO,Laoag International Airport,Laoag City,Ilocos,PH,25,18.17810059,120.5319977,Asia/Manila
MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.50860024,121.0199966,Asia/Manila
CYU,Cuyo Airport,Cuyo,Mimaropa,PH,0,10.85809994,121.0690002,Asia/Manila
LGP,Legazpi City International Airport,Legazpi City,Bicol,PH,66,13.1575,123.735,Asia/Manila
NSP,Sangley Point Air Base,Cavite City,Calabarzon,PH,8,14.49540043,120.9039993,Asia/Manila
LBX,Lubang Airport,,Mimaropa,PH,43,13.85540009,120.1050034,Asia/Manila
AAV,Allah Valley Airport,Surallah,Soccsksargen,PH,659,6.366819859,124.7509995,Asia/Manila
GES,General Santos International Airport,General Santos City,Soccsksargen,PH,28,6.106440067,125.2350006,Asia/Manila
CBO,Awang Airport,Cotabato City,ARMM,PH,189,7.165239811,124.2099991,Asia/Manila
DVO,Francisco Bangoy International Airport,Davao City,Davao,PH,96,7.125520229,125.6460037,Asia/Manila
BXU,Bancasi Airport,Butuan City,Caraga,PH,141,8.951319695,125.4779968,Asia/Manila
BPH,Bislig Airport,,Caraga,PH,12,8.195949554,126.3219986,Asia/Manila
DPL,Dipolog Airport,Dipolog City,Zamboanga-Peninsula,PH,12,8.601983499,123.3418751,Asia/Manila
CGM,Camiguin Airport,,Northern-Mindanao,PH,53,9.253520012,124.7070007,Asia/Manila
IGN,Iligan Airport,,,PH,1300,8.130490303,124.2149963,Asia/Manila
JOL,Jolo Airport,,ARMM,PH,118,6.05366993,121.0110016,Asia/Manila
CGY,Cagayan De Oro Airport,Cagayan De Oro City,Northern-Mindanao,PH,601,8.41561985,124.6110001,Asia/Manila
MLP,Malabang Airport,Malabang,ARMM,PH,27,7.617219925,124.0589981,Asia/Manila
SGS,Sanga Sanga Airport,,ARMM,PH,15,5.046989918,119.7429962,Asia/Manila
OZC,Labo Airport,Ozamiz City,Northern-Mindanao,PH,75,8.178509712,123.8420029,Asia/Manila
PAG,Pagadian Airport,Pagadian City,Zamboanga-Peninsula,PH,5,7.830731448,123.4611797,Asia/Manila
MXI,Mati National Airport,,Davao,PH,156,6.949369907,126.2730026,Asia/Manila
SUG,Surigao Airport,Surigao City,Caraga,PH,20,9.755838326,125.4809475,Asia/Manila
CDY,Cagayan de Sulu Airport,Mapun,ARMM,PH,0,7.013999939,118.4960022,Asia/Manila
IPE,Ipil Airport,Ipil,Zamboanga-Peninsula,PH,0,7.785560131,122.6019974,Asia/Manila
TDG,Tandag Airport,,Caraga,PH,16,9.072110176,126.1709976,Asia/Manila
ZAM,Zamboanga International Airport,Zamboanga City,Zamboanga-Peninsula,PH,33,6.922420025,122.0599976,Asia/Manila
IAO,Siargao Airport,Del Carmen,Caraga,PH,10,9.859100342,126.0139999,Asia/Manila
 Sa,Cesar Lim Rodriguez Airport,Taytay Airport,Mimaropa,PH,80,10.81874,119.507697,Asia/Manila
